timestamp,floor_1_energy_consumption,floor_2_energy_consumption,floor_3_energy_consumption,total_energy_consumption,weather_temperature,weather_humidity
2025-02-03 01:01:19,5.346,7.259,7.287,19.89207332311415,20,50
2025-02-03 01:01:20,5.6,7.26,7.262,20.121098580585347,20,50
2025-02-03 01:01:21,5.632,7.317,7.301,20.250274982192565,20,50
2025-02-03 01:01:22,5.613,7.215,7.534,20.361891348162374,20,50
2025-02-03 01:01:23,5.69,7.28,7.909,20.879026518384634,20,50
2025-02-03 01:01:24,5.509,7.292,7.585,20.38571036334618,20,50
2025-02-03 01:01:25,5.828,7.284,7.653,20.765132860770528,20,50
2025-02-03 01:01:26,5.494,7.435,7.523,20.452086398952332,20,50
2025-02-03 01:01:27,5.456,7.335,7.706,20.496292305119784,20,50
2025-02-03 01:01:29,5.849,7.355,7.613,20.817277510774055,20,50
2025-02-03 01:01:30,5.616,7.035,7.774,20.424176275883692,20,50
2025-02-03 01:01:31,5.719,7.227,7.637,20.583104979454543,20,50
2025-02-03 01:01:32,5.937,6.972,7.831,20.740106850906077,20,50
2025-02-03 01:01:33,5.838,7.156,7.706,20.700389965669057,20,50
2025-02-03 01:01:34,6.099,7.182,7.603,20.88463656292485,20,50
2025-02-03 01:01:35,5.994,7.101,7.751,20.84643946161945,20,50
2025-02-03 01:01:37,6.216,6.954,7.897,21.067561822120226,20,50
2025-02-03 01:01:38,6.437,7.017,7.817,21.271314421862133,20,50
2025-02-03 01:01:40,6.376,7.001,7.703,21.08037891066428,20,50
2025-02-03 01:01:41,6.573,6.698,7.757,21.027195342964042,20,50
2025-02-03 01:01:43,6.618,6.907,7.734,21.259511219415636,20,50
2025-02-03 01:01:45,6.801,7.038,7.834,21.673057079627654,20,50
2025-02-03 01:01:46,6.876,6.816,7.63,21.323073056694582,20,50
2025-02-03 01:01:48,7.292,6.911,7.6,21.80250180697805,20,50
2025-02-03 01:01:50,7.306,6.872,7.466,21.644271383615624,20,50
2025-02-03 01:01:51,7.427,6.67,7.513,21.610248062747296,20,50
2025-02-03 01:01:53,7.189,6.73,7.383,21.302276891210763,20,50
2025-02-03 01:01:55,7.374,6.508,7.322,21.203672306834427,20,50
2025-02-03 01:01:57,7.479,6.633,7.149,21.260850350627766,20,50
2025-02-03 01:01:58,7.811,6.58,7.161,21.551743854049494,20,50
2025-02-03 01:02:00,7.961,6.504,6.893,21.358323242957837,20,50
2025-02-03 01:02:02,8.008,6.256,6.904,21.168340155600447,20,50
2025-02-03 01:02:03,8.156,6.394,6.875,21.4250040119506,20,50
2025-02-03 01:02:05,8.169,6.342,6.824,21.3357777933196,20,50
2025-02-03 01:02:07,8.203,6.334,6.611,21.148536065066946,20,50
2025-02-03 01:02:08,8.042,6.364,6.628,21.034177658923817,20,50
2025-02-03 01:02:10,8.456,6.213,6.442,21.11064348692014,20,50
2025-02-03 01:02:12,8.096,6.43,6.497,21.02349612046696,20,50
2025-02-03 01:02:13,8.287,6.437,6.286,21.01025805809268,20,50
2025-02-03 01:02:15,8.237,6.372,6.324,20.93233360145748,20,50
2025-02-03 01:02:17,8.449,6.298,6.078,20.824571237722903,20,50
2025-02-03 01:02:19,8.328,6.956,6.086,21.369681815258414,20,50
2025-02-03 01:02:20,8.454,6.795,6.081,21.33052968283411,20,50
2025-02-03 01:02:22,8.427,6.491,6.062,20.98063041374166,20,50
2025-02-03 01:02:24,8.458,6.589,6.025,21.071678550447142,20,50
2025-02-03 01:02:25,8.348,6.641,6.062,21.049995629832168,20,50
2025-02-03 01:02:27,8.032,6.523,5.819,20.374090328694724,20,50
2025-02-03 01:02:29,8.248,6.724,6.186,21.1580404018831,20,50
2025-02-03 01:02:30,8.208,6.588,5.755,20.551028628737974,20,50
2025-02-03 01:02:32,7.926,6.538,5.974,20.43782587839442,20,50
2025-02-03 01:02:34,8.106,6.557,5.702,20.364558284404126,20,50
2025-02-03 01:02:35,7.754,6.728,5.999,20.48041447997557,20,50
2025-02-03 01:02:37,7.658,6.664,5.938,20.260186045556626,20,50
2025-02-03 01:02:39,7.834,6.951,5.933,20.718227164831,20,50
2025-02-03 01:02:40,7.506,6.94,6.178,20.624093688331953,20,50
2025-02-03 01:02:42,7.281,6.947,5.826,20.05360829159572,20,50
2025-02-03 01:02:44,7.175,6.827,5.981,19.983790644757715,20,50
2025-02-03 01:02:45,7.093,6.894,6.116,20.102975598203685,20,50
2025-02-03 01:02:47,7.068,7.459,5.945,20.47196028122684,20,50
2025-02-03 01:02:49,6.792,7.318,6.087,20.197975956682992,20,50
2025-02-03 01:02:50,6.78,7.32,6.166,20.26603069041175,20,50
2025-02-03 01:02:52,6.774,7.51,6.411,20.695039163689803,20,50
2025-02-03 01:02:54,6.311,7.203,6.364,19.878114367538622,20,50
2025-02-03 01:02:55,6.429,7.185,6.489,20.102564896429747,20,50
2025-02-03 01:02:57,6.117,6.486,6.813,19.41613876696351,20,50
2025-02-03 01:02:59,6.099,7.626,6.624,20.348592154564813,20,50
2025-02-03 01:03:00,6.028,7.771,6.905,20.704386027002002,20,50
2025-02-03 01:03:02,5.817,8.065,6.771,20.653838747098636,20,50
2025-02-03 01:03:04,6.002,7.898,6.961,20.860953680151873,20,50
2025-02-03 01:03:05,5.857,8.021,7.024,20.901850885156563,20,50
2025-02-03 01:03:07,5.965,7.846,7.001,20.812721013527657,20,50
2025-02-03 01:03:09,5.92,7.755,7.28,20.954031818683696,20,50
2025-02-03 01:03:10,5.777,7.985,7.187,20.94955832549407,20,50
2025-02-03 01:03:12,5.641,7.749,7.343,20.732857185549804,20,50
2025-02-03 01:03:14,5.604,7.859,7.323,20.78585260749005,20,50
2025-02-03 01:03:15,5.644,7.965,7.424,21.03327244467766,20,50
2025-02-03 01:03:17,5.657,7.77,7.573,20.99934265922828,20,50
2025-02-03 01:03:19,5.933,7.623,7.521,21.075818090454526,20,50
2025-02-03 01:03:21,5.747,7.716,7.508,20.97094617932303,20,50
2025-02-03 01:03:22,5.924,7.576,7.547,21.046705300426318,20,50
2025-02-03 01:03:24,5.986,7.617,7.658,21.261184437711968,20,50
2025-02-03 01:03:26,5.874,7.479,7.659,21.012171493257398,20,50
2025-02-03 01:03:27,5.737,7.313,7.742,20.791945232980463,20,50
2025-02-03 01:03:29,5.808,7.354,7.715,20.876559463015646,20,50
2025-02-03 01:03:31,6.318,7.181,7.846,21.34484594001309,20,50
2025-02-03 01:03:32,6.057,7.244,7.689,20.990091581478943,20,50
2025-02-03 01:03:34,6.135,7.139,7.934,21.20794257712707,20,50
2025-02-03 01:03:36,6.192,6.977,7.643,20.811832288712836,20,50
2025-02-03 01:03:37,6.428,7.117,7.739,21.283662587704207,20,50
2025-02-03 01:03:39,6.401,6.913,7.645,20.959552695661504,20,50
2025-02-03 01:03:41,6.378,7.104,7.614,21.09589272167232,20,50
2025-02-03 01:03:42,6.839,6.947,7.735,21.5211771497207,20,50
2025-02-03 01:03:44,6.662,6.741,7.734,21.13662876240914,20,50
2025-02-03 01:03:45,6.986,6.613,7.507,21.105909079255422,20,50
2025-02-03 01:03:47,7.12,6.48,7.521,21.121004388938395,20,50
2025-02-03 01:03:49,5.556,6.312,7.536,19.40380604179721,20,50
2025-02-03 01:03:50,6.387,6.078,7.477,19.941965037992716,20,50
2025-02-03 01:03:52,5.953,6.396,7.398,19.746071332154013,20,50
2025-02-03 01:03:54,5.833,6.08,7.099,19.011513357078275,20,50
2025-02-03 01:03:56,6.326,6.139,7.23,19.694656591400346,20,50
2025-02-03 01:03:57,5.975,6.258,7.152,19.38554714889976,20,50
2025-02-03 01:03:59,5.956,5.962,6.923,18.841223043575784,20,50
2025-02-03 01:04:01,7.568,6.046,7.127,20.741616949595326,20,50
2025-02-03 01:08:01,8.239,7.782,5.213,21.234110663584246,20,50
2025-02-03 01:08:02,8.264,7.708,5.188,21.159580441129542,20,50
2025-02-03 01:08:03,6.641,7.903,5.281,19.82613388239403,20,50
2025-02-03 01:08:04,6.592,7.768,5.527,19.886808575564302,20,50
2025-02-03 01:08:05,7.979,6.833,5.263,20.075880369511705,20,50
2025-02-03 01:08:06,7.508,6.899,5.544,19.950826062709496,20,50
2025-02-03 01:08:07,7.396,7.024,5.318,19.738501058260887,20,50
2025-02-03 01:08:08,7.367,8.102,5.46,20.92897558264688,20,50
2025-02-03 01:08:09,7.505,8.057,5.448,21.009319772728517,20,50
2025-02-03 01:08:10,7.776,7.979,5.448,21.201988584619087,20,50
2025-02-03 01:08:11,7.409,8.289,5.416,21.11366314190488,20,50
2025-02-03 01:08:12,7.446,8.229,5.854,21.52949556364911,20,50
2025-02-03 01:08:13,7.459,8.144,5.928,21.531030473906,20,50
2025-02-03 01:08:14,7.398,8.259,5.93,21.587994446462186,20,50
2025-02-03 01:08:15,7.487,8.211,6.226,21.923853217385798,20,50
2025-02-03 01:08:16,7.524,8.415,5.999,21.938822951683832,20,50
2025-02-03 01:08:17,7.476,8.298,6.128,21.902442407115384,20,50
2025-02-03 01:08:18,7.371,8.264,6.237,21.872839661136915,20,50
2025-02-03 01:08:19,7.093,8.389,6.178,21.66007785696441,20,50
2025-02-03 01:08:20,7.144,8.443,6.412,21.998630389259496,20,50
2025-02-03 01:08:21,7.26,8.289,6.592,22.141018707925557,20,50
2025-02-03 01:08:22,7.197,8.277,6.775,22.249886381404103,20,50
2025-02-03 01:08:23,7.001,8.451,6.658,22.10937853759389,20,50
2025-02-03 01:08:24,7.05,8.276,6.773,22.099343124047785,20,50
2025-02-03 01:08:25,7.106,8.253,6.905,22.264396200405173,20,50
2025-02-03 01:08:26,5.292,8.332,7.28,20.904306899800645,20,50
2025-02-03 01:08:27,5.249,8.378,7.166,20.792261703382977,20,50
2025-02-03 01:08:28,5.537,8.179,6.13,19.846354120880942,20,50
2025-02-03 01:08:29,5.554,8.254,6.464,20.27208191268258,20,50
2025-02-03 01:08:30,7.109,8.404,6.445,21.958446682707027,20,50
2025-02-03 01:08:31,6.904,7.995,6.577,21.47540937891775,20,50
2025-02-03 01:08:32,6.936,8.243,6.565,21.744938063151494,20,50
2025-02-03 01:08:33,7.072,7.861,6.69,21.62261601198745,20,50
2025-02-03 01:08:34,7.217,7.761,6.57,21.54793592595604,20,50
2025-02-03 01:08:35,7.262,7.67,6.689,21.621271692860226,20,50
2025-02-03 01:08:36,7.077,7.546,6.747,21.37025003446551,20,50
2025-02-03 01:08:37,7.159,7.469,6.964,21.591905714326444,20,50
2025-02-03 01:08:38,7.451,7.611,6.88,21.94220064804376,20,50
2025-02-03 01:08:39,7.31,7.563,6.795,21.66792161482128,20,50
2025-02-03 01:08:40,7.429,7.295,7.051,21.77489717825682,20,50
2025-02-03 01:08:41,7.278,7.143,6.936,21.357099947289615,20,50
2025-02-03 01:08:42,7.506,6.949,7.123,21.577791545460435,20,50
2025-02-03 01:08:43,7.631,6.903,6.926,21.46005110840526,20,50
2025-02-03 01:08:44,7.465,6.968,7.068,21.50130390925154,20,50
2025-02-03 01:08:45,7.731,6.73,6.897,21.35771125935372,20,50
2025-02-03 01:08:46,7.541,5.552,7.022,20.114614933115686,20,50
2025-02-03 01:08:47,7.719,5.391,6.967,20.07702795939811,20,50
2025-02-03 01:08:48,7.88,7.093,7.111,22.083734472216015,20,50
2025-02-03 01:08:49,7.93,6.942,6.746,21.617822695463627,20,50
2025-02-03 01:08:50,7.953,6.793,7.148,21.89375129762412,20,50
2025-02-03 01:08:51,7.746,6.785,6.867,21.398598390892033,20,50
2025-02-03 01:08:52,7.896,6.664,6.917,21.4765210519695,20,50
2025-02-03 01:08:53,8.093,6.847,6.737,21.676084574503545,20,50
2025-02-03 01:08:55,7.77,7.001,6.846,21.617283209723865,20,50
2025-02-03 01:08:56,7.815,6.724,6.825,21.364526429941538,20,50
2025-02-03 01:08:57,7.866,6.898,6.742,21.506336231270748,20,50
2025-02-03 01:08:58,7.93,6.778,6.741,21.44855347354058,20,50
2025-02-03 01:08:59,7.668,6.688,6.611,20.966040511827373,20,50
2025-02-03 01:09:00,8.438,6.625,5.546,20.60845841539641,20,50
2025-02-03 01:09:01,7.798,6.863,8.103,22.76389166894281,20,50
2025-02-03 01:09:03,7.969,6.65,7.897,22.516183535303888,20,50
2025-02-03 01:09:04,7.711,6.649,7.795,22.155156196935977,20,50
2025-02-03 01:09:05,7.836,6.85,6.58,21.265787005517836,20,50
2025-02-03 01:09:06,7.811,6.821,8.122,22.753452910865988,20,50
2025-02-03 01:09:07,7.464,6.799,8.007,22.270067374025405,20,50
2025-02-03 01:09:08,7.609,6.969,8.135,22.713194923125705,20,50
2025-02-03 01:09:09,7.64,6.755,8.068,22.461902126122823,20,50
2025-02-03 01:09:10,7.551,6.787,8.188,22.52594808894691,20,50
2025-02-03 01:09:11,7.747,6.976,8.554,23.277369009607384,20,50
2025-02-03 01:09:12,6.643,6.849,8.53,22.021755233322047,20,50
2025-02-03 01:09:13,6.672,6.782,8.65,22.104961165039704,20,50
2025-02-03 01:09:14,6.163,6.806,8.657,21.625833291814544,20,50
2025-02-03 01:09:15,6.251,6.853,8.842,21.946034368990446,20,50
2025-02-03 01:09:16,6.237,6.781,8.765,21.784052626454674,20,50
2025-02-03 01:09:17,6.11,6.774,8.888,21.77197122770016,20,50
2025-02-03 01:09:18,7.647,6.873,9.025,23.544910126037315,20,50
2025-02-03 01:09:19,7.106,7.058,8.838,23.002247003238786,20,50
2025-02-03 01:09:20,7.416,7.032,8.903,23.350827139392155,20,50
2025-02-03 01:09:21,7.476,6.936,9.029,23.440634564232653,20,50
2025-02-03 01:09:22,7.227,6.802,9.007,23.03648895879516,20,50
2025-02-03 01:09:23,7.067,6.812,8.808,22.686438613534214,20,50
2025-02-03 01:09:24,7.001,6.902,8.897,22.800028142830705,20,50
2025-02-03 01:09:25,7.183,6.928,9.027,23.137675084359465,20,50
